0.44559,0.24279
0.64631,0.4424
0.70936,0.6878
0.75469,0.35923
0.27603,0.73634
0.6797,0.39471
0.6551,0.68342
0.16261,0.70405
0.119,0.44231
0.49836,0.019578
0.95974,0.33086
0.34039,0.42431
0.58527,0.27027
0.22381,0.19705
0.75127,0.82172
0.2551,0.42992
0.50596,0.88777
0.69908,0.39118
0.8909,0.76911
0.95929,0.39679
0.54722,0.80851
0.13862,0.75508
0.14929,0.3774
0.25751,0.21602
0.84072,0.79041
0.25428,0.9493
0.81428,0.32757
0.24352,0.67126
0.92926,0.43864
0.34998,0.8335
0.1966,0.76885
0.25108,0.16725
0.61604,0.86198
0.47329,0.98987
0.35166,0.51442
0.83083,0.88428
0.58526,0.58803
0.54972,0.15475
0.91719,0.19986
0.28584,0.40695
0.7572,0.74871
0.75373,0.82558
0.38045,0.78996
0.56782,0.31852
0.075854,0.53406
0.05395,0.089951
0.5308,0.11171
0.77917,0.13629
0.93401,0.67865
0.12991,0.49518
0.56882,0.18971
0.46939,0.49501
0.011902,0.14761
0.33712,0.054974
0.16218,0.85071
0.79428,0.56056
0.31122,0.92961
0.52853,0.69667
0.16565,0.58279
0.60198,0.8154
0.26297,0.87901
0.65408,0.98891
0.68921,0.00052238
0.74815,0.86544
0.45054,0.61257
0.083821,0.98995
0.22898,0.52768
0.91334,0.47952
0.15238,0.80135
0.82582,0.22784
0.53834,0.49809
0.99613,0.90085
0.078176,0.57466
0.44268,0.84518
0.10665,0.73864
0.9619,0.58599
0.0046342,0.24673
0.77491,0.66642
0.8173,0.083483
0.86869,0.62596
0.084436,0.66094
0.39978,0.72975
0.25987,0.89075
0.80007,0.9823
0.43141,0.76903
0.91065,0.58145
0.18185,0.92831
0.2638,0.58009
0.14554,0.016983
0.13607,0.12086
0.86929,0.86271
0.5797,0.4843
0.54986,0.84486
0.14495,0.20941
0.85303,0.55229
0.62206,0.62988
0.35095,0.031991
0.51325,0.61471
0.40181,0.36241
0.075967,0.049533
0.23992,0.48957
0.12332,0.19251
0.18391,0.12308
0.23995,0.20549
0.41727,0.14651
0.049654,0.18907
0.90272,0.042652
0.94479,0.6352
0.49086,0.28187
0.48925,0.5386
0.33772,0.69516
0.90005,0.49912
0.36925,0.5358
0.1112,0.44518
0.78025,0.12393
0.38974,0.49036
0.24169,0.853
0.40391,0.87393
0.096455,0.27029
0.13197,0.20846
0.94205,0.56498
0.95613,0.64031
0.57521,0.41703
0.05978,0.20598
0.23478,0.94793
0.35316,0.082071
0.82119,0.10571
0.015403,0.14204
0.043024,0.16646
0.16899,0.62096
0.64912,0.57371
0.73172,0.052078
0.64775,0.9312
0.45092,0.72866
0.54701,0.73784
0.29632,0.063405
0.74469,0.86044
0.18896,0.93441
0.68678,0.9844
0.18351,0.85894
0.36848,0.78556
0.62562,0.51338
0.78023,0.1776
0.081126,0.39859
0.92939,0.13393
0.77571,0.03089
0.48679,0.93914
0.43586,0.30131
0.44678,0.29553
0.30635,0.33294
0.50851,0.46707
0.51077,0.6482
0.81763,0.025228
0.79483,0.84221
0.64432,0.55903
0.37861,0.8541
0.81158,0.34788
0.53283,0.44603
0.35073,0.054239
0.939,0.17711
0.87594,0.66281
0.55016,0.33083
0.62248,0.89849
0.58704,0.11816
0.20774,0.98842
0.30125,0.53998
0.47092,0.70692
0.23049,0.99949
0.84431,0.28785
0.19476,0.41452
0.22592,0.46484
0.17071,0.76396
0.22766,0.8182
0.4357,0.10022
0.3111,0.17812
0.92338,0.35963
0.43021,0.056705
0.18482,0.52189
0.90488,0.33585
0.97975,0.17567
0.43887,0.20895
0.11112,0.90515
0.25806,0.67539
0.40872,0.46847
0.5949,0.91213
0.26221,0.10401
0.60284,0.74555
0.71122,0.73627
0.22175,0.56186
0.11742,0.18419
0.29668,0.59721
0.31878,0.29994
0.42417,0.13412
0.50786,0.2126
0.085516,0.89494
0.26248,0.071453
0.80101,0.24249
0.02922,0.053754
0.92885,0.44172
0.73033,0.013283
0.48861,0.89719
0.57853,0.19666
0.23728,0.093371
0.45885,0.30737
0.96309,0.45606
0.54681,0.10167
0.52114,0.99539
0.23159,0.33209
0.4889,0.29735
0.62406,0.062045
0.67914,0.29824
0.39552,0.046351
0.36744,0.50543
0.98798,0.76143
0.037739,0.63107
0.88517,0.089892
0.91329,0.080862
0.79618,0.77724
0.098712,0.90513
0.26187,0.53377
0.33536,0.10915
0.67973,0.82581
0.13655,0.3381
0.72123,0.29397
0.10676,0.74631
0.65376,0.010337
0.49417,0.048447
0.77905,0.66792
0.71504,0.60347
0.90372,0.5261
0.89092,0.72971
0.33416,0.70725
0.69875,0.78138
0.19781,0.28798
0.030541,0.69253
0.74407,0.55667
0.50002,0.39652
0.47992,0.061591
0.90472,0.78018
0.60987,0.33758
0.61767,0.60787
0.85944,0.74125
0.80549,0.10481
0.57672,0.12789
0.18292,0.54954
0.23993,0.48523
0.88651,0.89048
0.028674,0.79896
0.4899,0.73434
0.16793,0.051332
0.97868,0.072885
0.71269,0.088527
0.50047,0.79835
0.47109,0.94301
0.059619,0.68372
0.68197,0.13208
0.042431,0.72272
0.071445,0.11035
0.52165,0.11749
0.09673,0.64072
0.81815,0.32881
0.81755,0.65381
0.72244,0.74913
0.14987,0.58319
0.65961,0.74003
0.51859,0.23483
0.97297,0.73496
0.64899,0.9706
0.80033,0.86693
0.4538,0.086235
0.43239,0.36644
0.82531,0.3692
0.08347,0.68503
0.13317,0.59794
0.17339,0.78936
0.39094,0.36765
0.83138,0.20603
0.80336,0.086667
0.060471,0.77193
0.39926,0.20567
0.52688,0.38827
0.4168,0.55178
0.65686,0.22895
0.62797,0.64194
0.29198,0.48448
0.43165,0.15185
0.015487,0.78193
0.98406,0.10061
0.16717,0.29407
0.10622,0.23737
0.37241,0.53087
0.19812,0.091499
0.48969,0.40532
0.33949,0.10485
0.95163,0.11228
0.92033,0.78443
0.052677,0.29157
0.73786,0.60353
0.26912,0.96442
0.42284,0.43248
0.54787,0.69475
0.94274,0.7581
0.41774,0.43264
0.98305,0.6555
0.30145,0.10976
0.7011,0.93376
0.66634,0.18746
0.53913,0.26618
0.69811,0.79783
0.66653,0.4876
0.17813,0.76896
0.12801,0.39601
0.99908,0.27294
0.17112,0.037235
0.032601,0.67329
0.5612,0.42956
0.88187,0.45174
0.66918,0.60986
0.19043,0.059403
0.36892,0.31581
0.46073,0.77272
0.98164,0.69643
